"10","Moose Bamboo Kicktail/Kryptonics Longboard", inch,"https://images-na.ssl-images-amazon.com/images/I/41h4a6kiyJL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"11","Rayne Longboards Minotaur 34 inch Double Kick Cruiser Skateboard","| VERSATILE DOUBLE KICK: A directional double-kick skateboard from the mind of Graham Buksa, this hybrid cruiser is extremely stable and well-built for transition skating, high-speed alley ripping and daily transportation. | BOARDS FOR EVERY RIDER: Rayne Longboards prides itself in producing longboards and accessories for every rider. Whether you bomb hills, cruise, carve, dance or freeride, we've got what you need! | ECO-FRIENDLY QUALITY: We're committed to creating premium longboards and accessories from eco-friendly materials and processes. We use reclaimed, recycled, or upcycled materials whenever possible. | PREMIUM LONGBOARDS: Rayne is a premium manufacturer of longboards for downhill, freeride, dancing, carving & freestyle. We use the best eco friendly materials to build the best longboards in the world | TOP TIER LONGBOARDS: Compare Rayne's eco-friendly longboards & accessories to similar products from brands like Sector 9, Landyachtz, Arbor, Loaded, or Moonshine","https://images-na.ssl-images-amazon.com/images/I/41QQhdJv5PL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"12","MightySkins Skin Compatible with Blitzart Huracane 38 inch Electric Skateboard - Fire Fighter | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA","SET THE TREND: Show off your own unique style with Mighty Skins for your Blitzart Huracane 38 inch Electric Skateboard ! Don't like the Fire Fighter skin? We have hundreds of designs to choose from, so your Skateboard will be as unique as you are! | DURABLE PROTECTION FOR YOUR DEVICE: Manufactured with ultra-thin, ultra-durable, stain-resistant laminate vinyl in order to effectively protect your gear from dings, scrapes, dust, and the wear and tear of everyday use! Mighty Skins a SOFT vinyl skin cover, is not made of rubber, silicone or plastic And it is NOT a HARD case | GOES ON AND COMES OFF EASY: Apply your Mighty Skins vinyl decal easily And with precision on your Skateboard thanks to a patented low grip air release adhesive that's built to last but removes easily and leaves no sticky residue when you're ready to switch to a different design! | SATISFACTION : Our , knowledgeable staff is here to help and customer satisfaction is our top priority! If you have any issues with your order or you're not happy for any reason, just let us know and we'll be there to help! | PROUDLY MADE IN THE USA: Buy with confidence from an American owned and operated company! Mighty Skins are produced in our state-of-the-art facility in West Palm Beach, Florida, proudly made in the U. S. A. !","https://images-na.ssl-images-amazon.com/images/I/415OrEz5lLL.jpg|https://images-na.ssl-images-amazon.com/images/I/61jERURWxzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51RefAF9d%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XcfLJQ6hL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TkpEBheeL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"13","Yocaher Blank/Checker Complete Kicktail Skateboards Longboard Cruiser Black Widow Premium 80A Grip Tape Aluminum Truck ABEC7 Bearing 70mm Skateboard Wheels","| Size: 40 inch X 9.75 inch | 71mm Wheels | Truck: 7 inchHanger, Aluminum Alloy | Abec 5 bearings | Hardware: 1.5 inch, Riser: 1/2 inch Rubber, With Grip Tape on it","https://images-na.ssl-images-amazon.com/images/I/41doHu9auyL.jpg|https://images-na.ssl-images-amazon.com/images/I/310zVp%2BZmiL.jpg|https://images-na.ssl-images-amazon.com/images/I/51d7PBtuh1L.jpg|https://images-na.ssl-images-amazon.com/images/I/31x0MhhHLhL.jpg|https://images-na.ssl-images-amazon.com/images/I/61NcjBJDxVL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"14","Quest QT-NSC44C The Super Cruiser The Original Artisan Bamboo and Maple 44 inch Longboard Skateboard","| SIZE MATTERS our 44 inch Longboard is the perfect size constructed in a Multi-ply Hardwood Maple and beautiful artisan bamboo deck shaped to perform and the extra detail rarely found at this price. | THE ORIGINAL BAMBOO LONGBOARD - Designed on the boardwalks in California to higher specifications from Malibu to San Diego, we are the leaders in longboard and skateboard. | AUTHENTIC COMPONENTS- Genuine ABEC 7 speed bearings, 7 Ply Super Flex Bamboo and Hardwood Maple Deck, 7-inch aluminum trucks, This 44' Artisan Bamboo Longboard, Better components = Better performance | DARE TO COMPARE Not all longboards are the same, Quest longboards are made with better materials and components if you are looking for a pro style longboard at a great price. look no further. | MADE IN MARS- We design and make nearly 100% of our own product. The best of the tradition brands, working with some of the real pioneers of the Skate, Surf and Snow Board world, help reinvent them using today's best components, great fresh art and new technology.","https://images-na.ssl-images-amazon.com/images/I/41V2QTKQX4L.jpg|https://images-na.ssl-images-amazon.com/images/I/31J4kMxIUSL.jpg|https://images-na.ssl-images-amazon.com/images/I/41SI-3DHmIL.jpg|https://images-na.ssl-images-amazon.com/images/I/41tT0FjeVVL.jpg|https://images-na.ssl-images-amazon.com/images/I/51e2ClUte7L.jpg|https://images-na.ssl-images-amazon.com/images/I/61vq0eL1fgL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"15","PARADISE The Mallows Kicktail Complete Longboard","| Kicktail shape | The mallows graphics | Arrives assembled and ready to ride","https://images-na.ssl-images-amazon.com/images/I/51qRWOVNC9L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"16","MightySkins Skin Compatible with Blitzart Huracane 38 inch Electric Skateboard - Bandana | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA","SET THE TREND: Show off your own unique style with MightySkins for your Blitzart Huracane 38 inch Electric Skateboard ! Don't like the Bandana skin? We have hundreds of designs to choose from, so your Skateboard will be as unique as you are! | DURABLE PROTECTION FOR YOUR DEVICE: Manufactured with ultra-thin, ultra-durable, stain-resistant laminate vinyl in order to effectively protect your gear from dings, scrapes, dust, and the wear and tear of everyday use! MightySkins a SOFT vinyl skin cover, is not made of rubber, silicone or plastic & it is NOT a HARD case | GOES ON AND COMES OFF EASY: Apply your MightySkins vinyl decal easily & with precision on your Skateboard thanks to a patented low grip air release adhesive that's built to last but removes easily and leaves no sticky residue when you're ready to switch to a different design! | SATISFACTION : Our friendly, knowledgeable staff is here to help and customer satisfaction is our top priority! If you have any issues with your order or you're not happy for any reason, just let us know and we'll be there to help! | PROUDLY MADE IN THE USA: Buy with confidence from an American owned and operated company! MightySkins are produced in our state-of-the-art facility in West Palm Beach, Florida, proudly made in the U. S. A. !","https://images-na.ssl-images-amazon.com/images/I/51mf2Uja8HL.jpg|https://images-na.ssl-images-amazon.com/images/I/61jERURWxzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51RefAF9d%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XcfLJQ6hL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TkpEBheeL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"17","Atom Kicktail Longboard","| Deck: 8-ply Maple laminate - photo heat transfer graphic | Trucks: standard kingpin trucks - stable 35 degree base - 6 inch aluminum hangers with steel axles | Wheels: longboard cruisers - 78a - high Rebound | Grip: durable 80 grit silicon carbide","https://images-na.ssl-images-amazon.com/images/I/51rJiOv9byL.jpg|https://images-na.ssl-images-amazon.com/images/I/41XFFoYO10L.jpg|https://images-na.ssl-images-amazon.com/images/I/41mxbz%2BT-UL.jpg|https://images-na.ssl-images-amazon.com/images/I/41O0E5CwYgL.jpg|https://images-na.ssl-images-amazon.com/images/I/217jsVj31mL.jpg|https://images-na.ssl-images-amazon.com/images/I/31WjWzxUMgL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TXDyzcwDL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"18","Yocaher Beach Series Complete Pintail Skateboards Longboard Cruiser w/Black Widow Premium 80A Grip Tape Aluminum Truck ABEC7 Bearing 70mm Skateboard Wheels","| Size: 40 inch X 9 inch Or 38 inch X 9 inch | 71mm Wheels | Truck: 7 inchHanger, Aluminum Alloy | Abec 5 bearings | Hardware: 1.5 inch, Riser: 1/2 inch Rubber, With Grip Tape on it","https://images-na.ssl-images-amazon.com/images/I/41VklkDE7hL.jpg|https://images-na.ssl-images-amazon.com/images/I/31mLHFgir1L.jpg|https://images-na.ssl-images-amazon.com/images/I/31BPdrz6%2BjL.jpg|https://images-na.ssl-images-amazon.com/images/I/61lvhmuxKUL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"19","The Quest Super Cruiser Longboard Skateboard","| 7 Ply Super-Flex Bamboo and Hardwood Maple Deck | Kick Tail and Nose for Performance | Durable 70x51mm 80A PU Wheels | Rugged & Lightweight 7 inch Aluminum Trucks | Precision ABEC 7 Bearings and Hollow 4mm Risers","https://images-na.ssl-images-amazon.com/images/I/419CVufspPL.jpg|https://images-na.ssl-images-amazon.com/images/I/41l1oid5BeL.jpg|https://images-na.ssl-images-amazon.com/images/I/41NOv9Up-RL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"20","MightySkins Skin Compatible with Blitzart Huracane 38 inch Electric Skateboard - Solid Baby Blue | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA","SET THE TREND: Show off your own unique style with Mighty Skins for your Blitzart Huracane 38 inch Electric Skateboard ! Don't like the Solid Baby Blue skin? We have hundreds of designs to choose from, so your Skateboard will be as unique as you are! | DURABLE PROTECTION FOR YOUR DEVICE: Manufactured with ultra-thin, ultra-durable, stain-resistant laminate vinyl in order to effectively protect your gear from dings, scrapes, dust, and the wear and tear of everyday use! Mighty Skins a SOFT vinyl skin cover, is not made of rubber, silicone or plastic And it is NOT a HARD case | GOES ON AND COMES OFF EASY: Apply your Mighty Skins vinyl decal easily And with precision on your Skateboard thanks to a patented low grip air release adhesive that's built to last but removes easily and leaves no sticky residue when you're ready to switch to a different design! | SATISFACTION : Our , knowledgeable staff is here to help and customer satisfaction is our top priority! If you have any issues with your order or you're not happy for any reason, just let us know and we'll be there to help! | PROUDLY MADE IN THE USA: Buy with confidence from an American owned and operated company! Mighty Skins are produced in our state-of-the-art facility in West Palm Beach, Florida, proudly made in the U. S. A. !","https://images-na.ssl-images-amazon.com/images/I/41peliQLvPL.jpg|https://images-na.ssl-images-amazon.com/images/I/61jERURWxzL.jpg|https://images-na.ssl-images-amazon.com/images/I/51RefAF9d%2BL.jpg|https://images-na.ssl-images-amazon.com/images/I/51XcfLJQ6hL.jpg|https://images-na.ssl-images-amazon.com/images/I/51TkpEBheeL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"21","DB Longboards Phase 38 inch Maple Drop Through Longboard","| PERFECT EVERYDAY PUSHER: This board's cambered platform offers moderate flex that takes the vibration out of the road. The drop through mounting lowers the deck platform for more comfortable pushing. | COMPLETE SETUP: This longboard comes assembled with everything you need to cruise the streets in style & comfort: Atlas 180mm Ultralight trucks, Cloud Ride 69mm Cruiser Wheels and Lightning Bearings | INSPIRED BY THE NORTHWEST: Our founding ideal is chasing adventure & riding the best boards possible, inspired by the hills, waves, beaches & mountains all around our headquarters in the Northwest | BEST IN THE WORLD: DB was founded out of sheer love of longboarding with a mission to create the best custom longboards in the world, to do it sustainably, & to treat customers & employees like family | BEYOND COMPARE: Try our skateboards & accessories if you've tried similar products by Sector 9, Landyachtz, Arbor, Loaded, Globe, Orangatang, Hawgs, Powell-Peralta, Blood Orange, Caliber or Gullwing","https://images-na.ssl-images-amazon.com/images/I/41p6eUocp0L.jpg|https://images-na.ssl-images-amazon.com/images/I/31eXsUMwpCL.jpg|https://images-na.ssl-images-amazon.com/images/I/41r-If4BrYL.jpg|https://images-na.ssl-images-amazon.com/images/I/31bbYu9l1bL.jpg|https://images-na.ssl-images-amazon.com/images/I/31BmSHVWMAL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"22","PARADISE Good Times Roll Kicktail Complete Longboard","| Kicktail shape | Good times graphics | Arrives assembled and ready to ride","https://images-na.ssl-images-amazon.com/images/I/51Fmei2mGUL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"23","DB Longboards Contra Drop Deck Maple Longboard Complete","| STABLE AT SPEED: The Contra deck is a subtle blend of tub & W concave, creating a versatile standing platform that's comfortable under foot. The deep drop makes the Contra perfect for downhill speeds and stable for easy cruising. | COMPLETE SETUP: This longboard comes assembled with everything you need to cruise the streets in style & comfort: Atlas 180mm Ultralight trucks, Cloud Ride 69mm Cruiser Wheels and Lightning Bearings | INSPIRED BY THE NORTHWEST: Our founding ideal is chasing adventure & riding the best boards possible, inspired by the hills, waves, beaches & mountains all around our headquarters in the Northwest | BEST IN THE WORLD: DB was founded out of sheer love of longboarding with a mission to create the best custom longboards in the world, to do it sustainably, & to treat customers & employees like family | BEYOND COMPARE: Try our skateboards & accessories if you've tried similar products by Sector 9, Landyachtz, Arbor, Loaded, Globe, Orangatang, Hawgs, Powell-Peralta, Blood Orange, Caliber or Gullwing","https://images-na.ssl-images-amazon.com/images/I/41UJzo6WOmL.jpg|https://images-na.ssl-images-amazon.com/images/I/319vkuutb6L.jpg|https://images-na.ssl-images-amazon.com/images/I/31VrWxvBjcL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"24","Electronic Snap Circuits Mini Kits Classpack, FM Radio, Motion Detector, Music Box (Set of 5)","| Snap circuits mini kits classpack provides basic electronic circuitry activities for students in grades 2-6 | Includes 5 separate mini building kits- an FM radio, a motion detector, music box, space battle sound effects, and a flying saucer | Each kit includes separate components and instructions to build | Each component represents one function in a circuit; components snap together to create working models of everyday electronic devices | Activity guide provides additional projects to teach students how circuitry works","https://images-na.ssl-images-amazon.com/images/I/51M0KnJxjKL.jpg|https://images-na.ssl-images-amazon.com/images/I/5166GD8OkXL.jpg|https://images-na.ssl-images-amazon.com/images/I/61o5S1VnaNL.jpg|https://images-na.ssl-images-amazon.com/images/I/61t4Q0rPYjL.jpg|https://images-na.ssl-images-amazon.com/images/I/61NASUAyqcL.jpg|https://images-na.ssl-images-amazon.com/images/I/51OMrADdyJL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"25","3Doodler Create Flexy 3D Printing Filament Refill Bundle (X5 Pack, Over 1000'. of Extruded Plastics! - Innovate","| âœ…ã€Smooth 3D drawing experienced the best 3D drawing experience by only using 3Doodler Create Plastics with 3Doodler Create+ and create 3D Printing pen. | âœ…ã€Safe to useã€‘the 3Doodler Create Plastics, conforms to the health requirements of ASTM-D-4236 & require no additional labelling in accordance with the US Consumer Product safety Commission's Regulations as mandated by Labeling of Hazardous Art Materials Act (LHAMA). | ðŸ‘ã€3Doodler very own Type of plasticã€‘the FLEXY plastic takes creativity to new levels! You can make flexible fun 3D creations! | ðŸŒã€Environmentally friendlyã€‘3doodler create Plastic is made of corn and are 100% compostable! | âœ…ã€125 strands of drawing funã€‘this bundle includes 5 refill filament packs, that's a total of 1043 ft. Of 3D drawing and doodling fun! | ðŸ“±ã€The 3Doodler appã€‘get an interactive experience! The app is packed with dedicated easy to follow stencil section and step by step interactive instructions, receive badges for completed projects and photograph & share YOUR creations directly on social media. The app is fully built on iOS & Android. | âœ…ã€All your favorite colorsã€‘this pack includes: green, blue, pink, orange & yellow","https://images-na.ssl-images-amazon.com/images/I/513cBC8PqpL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"26","Guillow Airplane Design Studio with Travel Case Building Kit","Make 8 different Planes at one time. | Experiment with different designs and learn about flight. | All contained in Part trays inside an attractive box with carry handle! | Guillow's - your one source for flying toys since 1926. | Made in the USA.","https://images-na.ssl-images-amazon.com/images/I/516UijZMilL.jpg|https://images-na.ssl-images-amazon.com/images/I/51J6y3oM6VL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"27","Woodstock- Collage 500 pc Puzzle","| Puzzle has 500 pieces | Completed puzzle measure 14 x 19 | 100% officially licensed merchandise | Great for fans & puzzlers alike","https://images-na.ssl-images-amazon.com/images/I/61plo8Xv4vL.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"28","Moonlite, 3-Story Bundle for Boys, Includes 3 Story Reels for Use with Storybook Projector","| 3 story reels: make reading even more magical with the Moonlite story reels bundle! With 3 story reels included in this set, read adventure-filled tales about Pirates, Dragon and a T-Rex to your little boy any time of day, and enjoy them again and again! | Easy-to-use portable storybook projector: The tales included in this 3-pack come alive with Moonlite! Clip the projector (sold separately) onto your smartphone (not included), slide in one of the set's story reels and project vibrant images onto any surface! Moonlite is lightweight and small enough to carry with you wherever you go. | Develop a love of learning: adored by children and adults, award-winning Moonlite and the story reels create an immersive reading experience that instills a love of learning at a young age. As kids follow along to their favorite stories, they develop their imagination, creativity and language skills. | The Moonlite 3-story bundle makes a great gift for boys aged 3 and up and includes 3 story reels. Read tales like how to be a pirate, there was an old Dragon who swallowed a Knight and I'm a T.Rex! Works with the Moonlite storybook projector (sold separately). | Includes: 3 story reels, 1 activation card, 1 quick start guide","https://images-na.ssl-images-amazon.com/images/I/51rUvw7zrtL.jpg|https://images-na.ssl-images-amazon.com/images/I/51MYg4EV2pL.jpg|https://images-na.ssl-images-amazon.com/images/I/51tNGkk%2BQSL.jpg|https://images-na.ssl-images-amazon.com/images/I/51EkeBHHZuL.jpg|https://images-na.ssl-images-amazon.com/images/I/51FGAr81NXL.jpg|https://images-na.ssl-images-amazon.com/images/I/511xp-dN1nL.jpg|https://images-na.ssl-images-amazon.com/images/I/B1HrN5Ag7JS.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
"29","DC Cover Girls: Black Canary by JoÃ«lle Jones Statue","| Designed by Joelle Jones | Sculpted by Jack Mathews | Rebirth-era character design | Limited to 5, 000 pieces | Individually numbered","https://images-na.ssl-images-amazon.com/images/I/415AfhrfM7L.jpg|https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/transparent-pixel.jpg","TRUE"
